ID,Smiles,Type,Relation,Value,Units,IC50_uM,pIC50
CHEMBL3984227,Nc1ncccc1S(=O)(=O)CC[C@@H]1OCC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OCC12,IC50,=,18,nM,0.018,7.744727495
CHEMBL3971184,O=c1ccc(S(=O)(=O)CC[C@@H]2OCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OCC23)c[nH]1,IC50,=,18.7,nM,0.0187,7.728158393
CHEMBL1744460,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],IC50,=,19,nM,0.019,7.721246399
CHEMBL2048309,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)c(F)n1,IC50,=,19,nM,0.019,7.721246399
CHEMBL3672726,CO[C@H]1CC[C@]2(CCc3ccc(-c4cncc(Cl)c4)cc3C23N=C(C)C(N)=N3)CC1,IC50,=,19,nM,0.019,7.721246399
CHEMBL4113786,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,19,nM,0.019,7.721246399
CHEMBL394132,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(CCO)(OC)CC3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,20,nM,0.02,7.698970004
CHEMBL236188,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,IC50,=,20,nM,0.02,7.698970004
CHEMBL5085959,C[C@@]1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,22,nM,0.022,7.657577319
CHEMBL3653401,C[C@@]1(c2cc(NC(=O)c3ccc(Br)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,22,nM,0.022,7.657577319
CHEMBL3797706,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,IC50,=,22.54,nM,0.02254,7.647046088
CHEMBL3672718,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(C#N)c3)ccc1CCC21CC1,IC50,=,23,nM,0.023,7.638272164
CHEMBL5080033,COCCOc1cnc(C(=O)Nc2ccc(F)c([C@]3(C)CO[C@@](C)(C(F)(F)F)C(N)=N3)n2)c(N)n1,IC50,=,23,nM,0.023,7.638272164
CHEMBL2203378,CNc1ccc(-c2nc3ccc(F)nc3o2)cc1,IC50,=,23.1,nM,0.0231,7.63638802
CHEMBL3629743,O=S(=O)(N1CC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)C1)C(F)(F)F,IC50,=,23.3,nM,0.0233,7.632644079
CHEMBL579205,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1F,IC50,=,24,nM,0.024,7.619788758
CHEMBL2048308,CNc1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,IC50,=,24,nM,0.024,7.619788758
CHEMBL3670371,C[C@@]1(c2nc(NC(=O)c3ncc(OC(F)F)cc3Cl)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,24,nM,0.024,7.619788758
CHEMBL3653403,C[C@@]1(c2cc(NC(=O)c3ncc(C#N)cn3)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,24,nM,0.024,7.619788758
CHEMBL3659995,O=C(C[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)NCC(F)(F)F,IC50,=,25,nM,0.025,7.602059991
CHEMBL236186,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)cc1,IC50,=,25,nM,0.025,7.602059991
CHEMBL236185,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,IC50,=,25,nM,0.025,7.602059991
CHEMBL2203384,Fc1ccc2nc(-c3cnc4[nH]ccc4c3)oc2n1,IC50,=,25.7,nM,0.0257,7.590066877
CHEMBL3670385,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)nc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,26,nM,0.026,7.585026652
CHEMBL3629742,O=S(=O)(c1ccc(Cl)cc1)[C@@]12CCCC3(CCSCC3)[C@@H]1COc1c(F)ccc(F)c12,IC50,=,26.4,nM,0.0264,7.578396073
CHEMBL1788111,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cc1)C([3H])([3H])[3H],IC50,=,27,nM,0.027,7.568636236
CHEMBL236189,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC4CCC(C3)N4CCO)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,IC50,=,27,nM,0.027,7.568636236
CHEMBL240069,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCO)CC1,IC50,=,27,nM,0.027,7.568636236
CHEMBL2386723,C[C@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,27,nM,0.027,7.568636236
CHEMBL1090209,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@H]2C1)C(F)(F)F,IC50,=,27,nM,0.027,7.568636236
CHEMBL238271,CCCC1(O)CCN(C(=O)OC2([C@H]3CCC[C@@H](CC)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)C1,IC50,=,28,nM,0.028,7.552841969
CHEMBL382880,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccccc3Cl)c2)C1=O,IC50,=,29,nM,0.029,7.537602002
CHEMBL1778349,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@]2(O)C1)C1CC1,IC50,=,29,nM,0.029,7.537602002
CHEMBL429448,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,IC50,=,29,nM,0.029,7.537602002
CHEMBL424684,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(C(F)(F)F)cc3)c2)C1=O,IC50,=,30,nM,0.03,7.522878745
CHEMBL4110172,C[C@]1(c2nc(NC(=O)c3ncc(OCF)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,30,nM,0.03,7.522878745
CHEMBL2048310,CNc1ncc(-c2cc3cc(O)ccc3o2)cc1F,IC50,=,30,nM,0.03,7.522878745
CHEMBL5070669,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,30,nM,0.03,7.522878745
CHEMBL2203387,Cn1ncc2cc(-c3nc4ccc(F)nc4o3)cnc21,IC50,=,30.2,nM,0.0302,7.519993057
CHEMBL3797363,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,IC50,=,30.74,nM,0.03074,7.512296137
CHEMBL236192,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,IC50,=,32,nM,0.032,7.494850022
CHEMBL2048311,COc1ccc2oc(-c3ccc(C(N)=O)nc3F)cc2c1,IC50,=,32,nM,0.032,7.494850022
CHEMBL2048314,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)nc1F,IC50,=,32,nM,0.032,7.494850022
CHEMBL2203288,COc1ccc(-c2nc3ccc(F)nc3o2)cc1,IC50,=,32.5,nM,0.0325,7.488116639
CHEMBL2048302,Oc1ccc2nc(-c3ccc(NCCF)nc3)sc2c1,IC50,=,33,nM,0.033,7.48148606
CHEMBL1084946,COc1ccc2cc(-c3ccc(C(N)=O)cn3)oc2c1,IC50,=,33,nM,0.033,7.48148606
CHEMBL1077208,CNc1ccc2nc(-c3ccc(C(N)=O)nc3)sc2c1,IC50,=,35,nM,0.035,7.455931956
CHEMBL2048313,CNc1ccc(-c2cc3cc(O)ccc3o2)nc1F,IC50,=,35,nM,0.035,7.455931956
CHEMBL2048300,COc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,IC50,=,35,nM,0.035,7.455931956
CHEMBL2203388,Fc1ccc2nc(-c3ccc4ncsc4c3)oc2n1,IC50,=,35.8,nM,0.0358,7.446116973
CHEMBL3797381,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)ccc1O,IC50,=,37.36,nM,0.03736,7.427593132
CHEMBL3799641,O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,38.96,nM,0.03896,7.409381052
CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,IC50,=,39,nM,0.039,7.408935393
CHEMBL1088617,CN(C)c1ncc(-c2nc3ccc(O)cc3s2)cn1,IC50,=,41,nM,0.041,7.387216143
CHEMBL2203381,CN(C)c1ccc(-c2nc3ccc(F)nc3o2)cn1,IC50,=,41.8,nM,0.0418,7.378823718
CHEMBL2048312,NC(=O)c1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,IC50,=,44,nM,0.044,7.356547324
CHEMBL2048304,CNc1ccc(-c2nc3ccc(O)cc3s2)nc1F,IC50,=,44,nM,0.044,7.356547324
CHEMBL1084943,CNc1ccc(-c2cc3ccc(O)cc3o2)cn1,IC50,=,45,nM,0.045,7.346787486
CHEMBL236190,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,IC50,=,45,nM,0.045,7.346787486
CHEMBL4115329,C[C@]1(c2nc(NC(=O)c3ncc(Cl)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,45,nM,0.045,7.346787486
CHEMBL3798857,O=C(COC(=O)Cc1ccc(O)cc1)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,45.29,nM,0.04529,7.343997679
CHEMBL2203389,Fc1ccc2nc(-c3ccc4cc[nH]c4c3)oc2n1,IC50,=,45.3,nM,0.0453,7.343901798
CHEMBL3799950,COc1cc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,IC50,=,45.88,nM,0.04588,7.338376591
CHEMBL398395,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,IC50,=,46,nM,0.046,7.337242168
CHEMBL3798813,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1O,IC50,=,46.12,nM,0.04612,7.336110701
CHEMBL240285,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,47,nM,0.047,7.327902142
CHEMBL2203386,CN1CCc2cc(-c3nc4ccc(F)nc4o3)cnc21,IC50,=,47,nM,0.047,7.327902142
CHEMBL2203390,Cn1ncc2cc(-c3nc4ccc(F)nc4o3)ccc21,IC50,=,48.7,nM,0.0487,7.312471039
CHEMBL2386722,COCC[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)OCC1(F)F,IC50,=,49,nM,0.049,7.30980392
CHEMBL3800317,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,IC50,=,49.14,nM,0.04914,7.308564848
CHEMBL3799175,O=C(COC(=O)/C=C/c1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,51.77,nM,0.05177,7.285921835
CHEMBL3799558,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,IC50,=,51.81,nM,0.05181,7.285586408
CHEMBL410532,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3cccc(OC)c3)c2)C1=O,IC50,=,54,nM,0.054,7.26760624
CHEMBL1085076,O=S(=O)(NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,IC50,=,54,nM,0.054,7.26760624
CHEMBL3798989,COc1cc(OC)cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c1,IC50,=,55.86,nM,0.05586,7.252899069
CHEMBL240286,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,56,nM,0.056,7.251811973
CHEMBL3959097,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1C21N=C(C)C(N)=N1,IC50,=,56,nM,0.056,7.251811973
CHEMBL429449,CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,IC50,=,57,nM,0.057,7.244125144
CHEMBL4111699,C[C@]1(c2nc(NC(=O)c3ncc(OCF)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,57,nM,0.057,7.244125144
CHEMBL3629741,O=S1(=O)CCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CC1,IC50,=,57.7,nM,0.0577,7.238824187
CHEMBL1744459,[3H]N(c1ccc(-c2nc3ccc(OC)cc3s2)cn1)C([3H])([3H])[3H],IC50,=,58,nM,0.058,7.236572006
CHEMBL4111183,CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,IC50,=,58,nM,0.058,7.236572006
CHEMBL1788121,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],IC50,=,58,nM,0.058,7.236572006
CHEMBL1084945,COc1ccc2cc(-c3ccc(C(N)=O)nc3)oc2c1,IC50,=,60,nM,0.06,7.22184875
CHEMBL4475538,CN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)OCC4COC(C)(C)O4)C3=O)ccc21,IC50,=,60,nM,0.06,7.22184875
CHEMBL231248,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,IC50,=,60,nM,0.06,7.22184875
CHEMBL4112705,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,60,nM,0.06,7.22184875
CHEMBL4107314,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,62,nM,0.062,7.207608311
CHEMBL3799703,COc1ccc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,IC50,=,65.5,nM,0.0655,7.1837587
CHEMBL1084944,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1,IC50,=,66,nM,0.066,7.180456064
CHEMBL4112589,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,66,nM,0.066,7.180456064
CHEMBL2048303,Oc1ccc2nc(-c3ccc(NCCCF)nc3)sc2c1,IC50,=,66,nM,0.066,7.180456064
CHEMBL3629737,CC1(C)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,IC50,=,66.6,nM,0.0666,7.176525771
CHEMBL3403819,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,68,nM,0.068,7.167491087
CHEMBL524141,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,IC50,=,70,nM,0.07,7.15490196
CHEMBL4110497,COCCc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,IC50,=,70,nM,0.07,7.15490196
CHEMBL3797646,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1,IC50,=,71.28,nM,0.07128,7.147032309
CHEMBL231250,O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,IC50,=,73,nM,0.073,7.13667714
CHEMBL1082546,CNc1ccc(-c2nc3cc(O)ccc3s2)cn1,IC50,=,74,nM,0.074,7.13076828
CHEMBL208230,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(NN3CCCCC3)c2)C1=O,IC50,=,74,nM,0.074,7.13076828
CHEMBL1744464,[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],IC50,=,75,nM,0.075,7.124938737
CHEMBL3797623,O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,77.45,nM,0.07745,7.110978578
CHEMBL3672721,CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,IC50,=,78,nM,0.078,7.107905397
CHEMBL3942223,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,IC50,=,79,nM,0.079,7.102372909
CHEMBL3814631,Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,IC50,=,80,nM,0.08,7.096910013
CHEMBL3672724,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,IC50,=,80,nM,0.08,7.096910013
CHEMBL523824,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1,IC50,=,80,nM,0.08,7.096910013
CHEMBL1082545,COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1,IC50,=,81,nM,0.081,7.091514981
CHEMBL236191,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,IC50,=,81,nM,0.081,7.091514981
CHEMBL3672727,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,IC50,=,81,nM,0.081,7.091514981
CHEMBL4107875,COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,IC50,=,81,nM,0.081,7.091514981
CHEMBL4111654,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(C)c1,IC50,=,82,nM,0.082,7.086186148
CHEMBL1744463,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],IC50,=,85,nM,0.085,7.070581074
CHEMBL1087548,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1,IC50,=,85,nM,0.085,7.070581074
CHEMBL3403825,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,86,nM,0.086,7.065501549
CHEMBL231544,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,86,nM,0.086,7.065501549
CHEMBL3403826,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,86,nM,0.086,7.065501549
CHEMBL4106556,C[C@]1(c2nc(NC(=O)c3ncccc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,88,nM,0.088,7.055517328
CHEMBL4109969,C[C@]1(c2nc(NC(=O)c3ncc(F)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,88,nM,0.088,7.055517328
CHEMBL2207069,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,91,nM,0.091,7.040958608
CHEMBL3672731,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,IC50,=,92,nM,0.092,7.036212173
CHEMBL3672688,CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,IC50,=,96,nM,0.096,7.017728767
CHEMBL2048307,CNc1ncc(-c2nc3ccc(O)cc3s2)cc1F,IC50,=,98,nM,0.098,7.008773924
CHEMBL3261067,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,IC50,=,98,nM,0.098,7.008773924
CHEMBL3261068,Cc1cc(C#N)cnc1C(=O)Nc1cc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c(F)cn1,IC50,=,98,nM,0.098,7.008773924
CHEMBL2206994,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,100,nM,0.1,7
CHEMBL3667035,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O,IC50,=,100,nM,0.1,7
CHEMBL245688,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,IC50,=,100,nM,0.1,7
CHEMBL2206993,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,100,nM,0.1,7
CHEMBL2203380,CNc1ccc(-c2nc3ccc(F)nc3o2)cn1,IC50,=,102,nM,0.102,6.991399828
CHEMBL236196,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,IC50,=,104,nM,0.104,6.982966661
CHEMBL5077684,Cc1nc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,IC50,=,105,nM,0.105,6.978810701
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,107,nM,0.107,6.970616222
CHEMBL2207050,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CCN6CCC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,110,nM,0.11,6.958607315
CHEMBL3403816,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,110,nM,0.11,6.958607315
CHEMBL3403822,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(C(C)C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,110,nM,0.11,6.958607315
CHEMBL236187,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)cc1,IC50,=,115,nM,0.115,6.93930216
CHEMBL3672719,CC1=NC2(N=C1N)c1cc(-c3cc(F)cc(F)c3)ccc1CCC21CC1,IC50,=,118,nM,0.118,6.928117993
CHEMBL3403817,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7CCC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,120,nM,0.12,6.920818754
CHEMBL231449,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(C2CCCCC2)CC1,IC50,=,120,nM,0.12,6.920818754
CHEMBL3403820,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,120,nM,0.12,6.920818754
CHEMBL3403827,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCO)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,120,nM,0.12,6.920818754
CHEMBL2048306,CNc1ccc(-c2nc3ccc(O)cc3s2)c(F)n1,IC50,=,124,nM,0.124,6.906578315
CHEMBL3403818,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C7COC7)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,130,nM,0.13,6.886056648
CHEMBL509088,Cc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,IC50,=,130,nM,0.13,6.886056648
CHEMBL3639383,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(C(F)(F)F)c2)ccc1O,IC50,=,130,nM,0.13,6.886056648
CHEMBL1083207,CN(C)c1ccc(-c2nc3cc(O)ccc3o2)cn1,IC50,=,137,nM,0.137,6.863279433
CHEMBL181529,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,IC50,=,138,nM,0.138,6.860120914
CHEMBL181529,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)on2)ccc1O,IC50,=,138,nM,0.138,6.860120914
