ID,Smiles,Standard_Type,Standard_Relation,Standard_Units,Standard_Value,pIC50
CHEMBL5077684,Cc1nc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,IC50,=,nM,105,5.978810701
CHEMBL236196,CCC1(O)CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,IC50,=,nM,104,5.982966661
CHEMBL3126513,O=C1/C(=C/c2ccccc2)COc2ccc(Br)cc21,Ki,=,nM,103.62,5.984556412
CHEMBL3126512,O=C1/C(=C/c2ccc(O)cc2)COc2ccc(Br)cc21,Ki,=,nM,103.35,5.985689519
CHEMBL2296462,COc1ccc2nc(/N=C/c3ccc(I)cc3)sc2c1,Ki,=,nM,102.74,5.988260439
CHEMBL2203380,CNc1ccc(-c2nc3ccc(F)nc3o2)cn1,IC50,=,nM,102,5.991399828
CHEMBL2206994,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(C)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,100,6
CHEMBL181204,CCCNC(=O)OC[C@@H](C)N(c1cc(Cl)ccc1CO)S(=O)(=O)c1ccc(Cl)cc1,EC50,=,nM,100,6
CHEMBL1378812,COc1ccc2nc(N=Nc3ccc(N(C)C)cc3)sc2c1,Potency,=,nM,100,6
CHEMBL3667035,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2cncc(C(F)(F)F)c2)ccc1O,IC50,=,nM,100,6
CHEMBL245688,COc1cc(/C=C/c2cc(Br)cc(/C=C/c3ccc(O)c(OC)c3)c2)ccc1O,IC50,=,nM,100,6
CHEMBL2206993,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CNC6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,100,6
CHEMBL2048307,CNc1ncc(-c2nc3ccc(O)cc3s2)cc1F,IC50,=,nM,98,6.008773924
CHEMBL3261067,Cc1cc(C#N)cnc1C(=O)Nc1ccc(F)c([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c1,IC50,=,nM,98,6.008773924
CHEMBL3261068,Cc1cc(C#N)cnc1C(=O)Nc1cc([C@]2(C)CO[C@@](C)(C(F)(F)F)C(N)=N2)c(F)cn1,IC50,=,nM,98,6.008773924
CHEMBL3672688,CC1=N[C@@]2(N=C1N)c1cc(Br)ccc1C[C@]21CC[C@@H](O)CC1,IC50,=,nM,96,6.017728767
CHEMBL194754,Nc1ccc(/C=C/c2ccc(O)cc2)cc1,Ki,=,nM,95,6.022276395
CHEMBL3672731,CO[C@H]1CC[C@@]2(CCc3ccc(-c4cc(Cl)cc(C#N)c4)cc3C23N=C(C)C(N)=N3)CC1,IC50,=,nM,92,6.036212173
CHEMBL2207069,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CNCCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,91,6.040958608
CHEMBL4106556,C[C@]1(c2nc(NC(=O)c3ncccc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,88,6.055517328
CHEMBL244747,CN(C)c1ccc(-c2cn3cc(Cl)ncc3n2)cc1,Ki,=,nM,88,6.055517328
CHEMBL244995,CN(C)c1ccc(-c2cn3cc(SCCO)ccc3n2)cc1,Ki,=,nM,88,6.055517328
CHEMBL4109969,C[C@]1(c2nc(NC(=O)c3ncc(F)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,88,6.055517328
CHEMBL3403825,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,86,6.065501549
CHEMBL231544,O=C(NCCCn1ccnc1)OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,86,6.065501549
CHEMBL3403826,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(CC6CN(CC(C)(C)O)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,86,6.065501549
CHEMBL5207355,Cc1c(/C=C/C2=CC(/C=C/c3cnn(-c4ccccc4)c3C)=[O+][B-](F)(F)O2)cnn1-c1ccccc1,Kd,=,nM,85.7,6.067019178
CHEMBL1744463,[3H]C([3H])([3H])N(c1ccc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],IC50,=,nM,85,6.070581074
CHEMBL1087548,CNc1ccc(-c2nc3ccc(C(N)=O)cc3s2)cn1,IC50,=,nM,85,6.070581074
CHEMBL3233660,Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(O)cc3)c(OC(C(F)(F)F)(C(F)(F)F)C(F)(F)F)c2)cc1,Ki,=,nM,84.48,6.073246095
CHEMBL2326890,COc1ccc2nc3cc(I)ccc3c(N)c2c1,Ki,=,nM,83.5,6.078313525
CHEMBL4111654,COc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(C)c1,IC50,=,nM,82,6.086186148
CHEMBL1082545,COc1ccc2nc(-c3ccc(N(C)C)nc3)sc2c1,IC50,=,nM,81,6.091514981
CHEMBL236191,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCN(C(C)(C)CO)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,IC50,=,nM,81,6.091514981
CHEMBL3672727,CC#Cc1cncc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,IC50,=,nM,81,6.091514981
CHEMBL4107875,COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,IC50,=,nM,81,6.091514981
CHEMBL3814631,Nc1nc(NCc2ccc(Br)cc2)c2ccccc2n1,IC50,=,nM,80,6.096910013
CHEMBL3672724,COc1cc(C#N)cc(-c2ccc3c(c2)C2(N=C(C)C(N)=N2)[C@]2(CC3)CC[C@H](OC)CC2)c1,IC50,=,nM,80,6.096910013
CHEMBL523824,CNc1ccc(/C=C/c2cc3cc(OC)ccc3o2)cc1,IC50,=,nM,80,6.096910013
CHEMBL196387,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)Cc3ccc(Br)cc3)cc2)cc1,Ki,=,nM,80,6.096910013
CHEMBL252765,CNc1ccc(-c2cn3cc(SC)ccc3n2)cc1,Ki,=,nM,80,6.096910013
CHEMBL2397724,CN(CCCF)c1ccc(-c2cc3ccccc3n2C)cc1,Ki,=,nM,79.7,6.098541679
CHEMBL3314332,Ic1ccc(COc2ccccc2)cc1,Ki,=,nM,79.43,6.100015437
CHEMBL3314332,Ic1ccc(COc2ccccc2)cc1,Ki,=,nM,79.4,6.100179498
CHEMBL3942223,C[P@]1(=O)OC[C@]2(CCC[C@@]3(S(=O)(=O)c4ccc(C(F)(F)F)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,IC50,=,nM,79,6.102372909
CHEMBL3672721,CO[C@H]1CC[C@@]2(CCc3ccc(Br)cc3C23N=C(C)C(N)=N3)CC1,IC50,=,nM,78,6.107905397
CHEMBL3797623,O=C(COC(=O)Cc1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,nM,77.45,6.110978578
CHEMBL388844,O=c1cc(-c2ccc(O)cc2)oc2ccc(I)cc12,Ki,=,nM,77.2,6.1123827
CHEMBL4524664,CN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)N(CC(=O)O)CC(=O)O)C3=O)ccc21,Kd,=,nM,76.5,6.116338565
CHEMBL227625,Nc1ccc(C#Cc2ccc(N)cc2)cc1,Ki,=,nM,76,6.119186408
CHEMBL1744464,[3H]C([3H])([3H])N(c1ncc(-c2nc3ccc(O)cc3o2)cn1)C([3H])([3H])[3H],IC50,=,nM,75,6.124938737
CHEMBL1082546,CNc1ccc(-c2nc3cc(O)ccc3s2)cn1,IC50,=,nM,74,6.13076828
CHEMBL208230,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(NN3CCCCC3)c2)C1=O,IC50,=,nM,74,6.13076828
CHEMBL3593930,COc1ccc(CN2C(=O)/C(=C\C=C\c3ccc([N+](=O)[O-])cc3)c3ccccc32)cc1OC,Ki,=,nM,73.6,6.133122186
CHEMBL3126520,COc1cccc(/C=C2\COc3ccc(Br)cc3C2=O)c1,Ki,=,nM,73.46,6.133949076
CHEMBL231250,O=C(OCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,IC50,=,nM,73,6.13667714
CHEMBL388844,O=c1cc(-c2ccc(O)cc2)oc2ccc(I)cc12,Ki,=,nM,72.5,6.139661993
CHEMBL3797646,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1,IC50,=,nM,71.28,6.147032309
CHEMBL2042246,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCNC(=O)CN(CC(=O)NCCOCCOCCOCCOc3ccc(/C=C/c4ccc(NC)cc4)cn3)C(=O)COCCOCCOCCF)nc2)cc1,Ki,=,nM,71.2,6.147520006
CHEMBL524141,COc1ccc2cc(/C=C/c3ccc(N(C)C)cc3)oc2c1,IC50,=,nM,70,6.15490196
CHEMBL4110497,COCCc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,IC50,=,nM,70,6.15490196
CHEMBL5207355,Cc1c(/C=C/C2=CC(/C=C/c3cnn(-c4ccccc4)c3C)=[O+][B-](F)(F)O2)cnn1-c1ccccc1,Kd,=,nM,68.8,6.162411562
CHEMBL3403819,CCO[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5CN(C6CN(CCOC)C6)CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,IC50,=,nM,68,6.167491087
CHEMBL227752,Nc1ccc(C#Cc2ccc(OCCOCCOCCO)cc2)cc1,Ki,=,nM,67.58,6.170181813
CHEMBL3629737,CC1(C)OCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CO1,IC50,=,nM,66.6,6.176525771
CHEMBL1084944,CNc1ccc(-c2cc3ccc(OC)cc3o2)cn1,IC50,=,nM,66,6.180456064
CHEMBL4112589,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,66,6.180456064
CHEMBL2048303,Oc1ccc2nc(-c3ccc(NCCCF)nc3)sc2c1,IC50,=,nM,66,6.180456064
CHEMBL3799703,COc1ccc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,IC50,=,nM,65.5,6.1837587
CHEMBL93270,N#Cc1ccc2nc(-c3ccc(N)cc3)sc2c1,Ki,=,nM,64,6.193820026
CHEMBL329640,Cc1ccc2nc(-c3ccc(N(C)C)cc3)sc2c1,Ki,=,nM,64,6.193820026
CHEMBL3126516,Nc1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1,Ki,=,nM,63.57,6.196747789
CHEMBL4107314,C[C@]1(c2nc(NC(=O)c3ncc(C#CCO)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,62,6.207608311
CHEMBL1084945,COc1ccc2cc(-c3ccc(C(N)=O)nc3)oc2c1,IC50,=,nM,60,6.22184875
CHEMBL4475538,CN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)OCC4COC(C)(C)O4)C3=O)ccc21,IC50,=,nM,60,6.22184875
CHEMBL231248,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCC(N2CCCCC2)CC1,IC50,=,nM,60,6.22184875
CHEMBL4112705,C[C@]1(c2nc(NC(=O)c3ncc(C(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,60,6.22184875
CHEMBL3593923,O=C1Nc2ccccc2/C1=C\C=C\c1ccc([N+](=O)[O-])cc1,Ki,=,nM,60,6.22184875
CHEMBL371066,CN(C)c1ccc(/C=C/c2ccc(OCC3COC(C)(C)OC3)cc2)cc1,Ki,=,nM,59,6.229147988
CHEMBL1744459,[3H]N(c1ccc(-c2nc3ccc(OC)cc3s2)cn1)C([3H])([3H])[3H],IC50,=,nM,58,6.236572006
CHEMBL4111183,CC(F)(F)c1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(Cl)c1,IC50,=,nM,58,6.236572006
CHEMBL1788121,[3H]N(c1ccc(-c2nc3ccc(O)cc3s2)cn1)C([3H])([3H])[3H],IC50,=,nM,58,6.236572006
CHEMBL3629741,O=S1(=O)CCC2(CCC[C@@]3(S(=O)(=O)c4ccc(Cl)cc4)c4c(F)ccc(F)c4OC[C@@H]23)CC1,IC50,=,nM,57.7,6.238824187
CHEMBL429449,CC(C)(CO)N1CCN(C(=O)O[C@H]2CCC3CCCC2N3S(=O)(=O)c2ccc(Cl)cc2)CC1,IC50,=,nM,57,6.244125144
CHEMBL4111699,C[C@]1(c2nc(NC(=O)c3ncc(OCF)cc3Cl)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,57,6.244125144
CHEMBL3233659,Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(O)cc3)c(OCCCC(F)(F)F)c2)cc1,Ki,=,nM,56.4,6.248720896
CHEMBL240286,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,56,6.251811973
CHEMBL3959097,CO[C@H]1CC[C@]2(CC1)Cc1ccc(OCCC(F)(F)F)cc1C21N=C(C)C(N)=N1,IC50,=,nM,56,6.251811973
CHEMBL106509,COc1cc(/C=C/C(C)=O)ccc1O,Ki,=,nM,55.9,6.252588192
CHEMBL3798989,COc1cc(OC)cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c1,IC50,=,nM,55.86,6.252899069
CHEMBL106509,COc1cc(/C=C/C(C)=O)ccc1O,Ki,=,nM,54.24,6.265680319
CHEMBL3126519,COc1ccc(/C=C2\COc3ccc(Br)cc3C2=O)cc1OC,Ki,=,nM,54.22,6.265840487
CHEMBL410532,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3cccc(OC)c3)c2)C1=O,IC50,=,nM,54,6.26760624
CHEMBL1085076,O=S(=O)(NC[C@@H]1CCC[C@@]2(S(=O)(=O)c3ccc(C(F)(F)F)cc3)c3c(F)ccc(F)c3OC[C@@H]12)C(F)(F)F,IC50,=,nM,54,6.26760624
CHEMBL5207355,Cc1c(/C=C/C2=CC(/C=C/c3cnn(-c4ccccc4)c3C)=[O+][B-](F)(F)O2)cnn1-c1ccccc1,Kd,=,nM,52.4,6.280668713
CHEMBL3799558,COc1ccc(CC(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)c(OC)c1OC,IC50,=,nM,51.81,6.285586408
CHEMBL3799175,O=C(COC(=O)/C=C/c1ccc(Cl)cc1)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,nM,51.77,6.285921835
CHEMBL3314342,COc1ccc(COc2ccc(I)cc2)cc1,Ki,=,nM,49.4,6.306273051
CHEMBL3800317,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1OC,IC50,=,nM,49.14,6.308564848
CHEMBL2386722,COCC[C@]1(c2nc(NC(=O)c3ncc(C#N)cc3C)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,49,6.30980392
CHEMBL3314342,COc1ccc(COc2ccc(I)cc2)cc1,Ki,=,nM,48.98,6.309981219
CHEMBL2203390,Cn1ncc2cc(-c3nc4ccc(F)nc4o3)ccc21,IC50,=,nM,48.7,6.312471039
CHEMBL2326894,CCN(CC)CCCC(C)Nc1c2ccc([125I])cc2nc2ccc(OC)cc12,Kd,=,nM,48.4,6.315154638
CHEMBL382407,CN(C)c1ccc(-c2cn3cc(CCCF)ccc3n2)cc1,Ki,=,nM,48.3,6.316052869
CHEMBL3314337,CNc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,48.2,6.316952962
CHEMBL3314337,CNc1ccc(OCc2ccc(I)cc2)cc1,Ki,=,nM,47.86,6.320027306
CHEMBL240285,CCC[C@@H]1CCC[C@H](C2(OC(=O)N3CC[C@@H](O)C3)CC2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,47,6.327902142
CHEMBL2203386,CN1CCc2cc(-c3nc4ccc(F)nc4o3)cnc21,IC50,=,nM,47,6.327902142
CHEMBL4570231,CCOC(=O)CN(CC(=O)OCC)C(=O)CN1C(=O)/C(=C\c2ccc3c(c2)Sc2ccccc2N3C)SC1=S,Kd,=,nM,46.3,6.334419009
CHEMBL3798813,COc1ccc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc1O,IC50,=,nM,46.12,6.336110701
CHEMBL398395,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CC[C@@H](O)C1,IC50,=,nM,46,6.337242168
CHEMBL93884,Nc1ccc(-c2nc3ccc(O)cc3s2)cc1,Ki,=,nM,46,6.337242168
CHEMBL3799950,COc1cc(/C=C/C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,IC50,=,nM,45.88,6.338376591
CHEMBL5183307,CCN(CC)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(C)C)cc3)=[O+][B-](F)(F)O2)cn1,Kd,=,nM,45.8,6.339134522
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,45.6,6.341035157
CHEMBL2203389,Fc1ccc2nc(-c3ccc4cc[nH]c4c3)oc2n1,IC50,=,nM,45.3,6.343901798
CHEMBL3798857,O=C(COC(=O)Cc1ccc(O)cc1)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,nM,45.29,6.343997679
CHEMBL1084943,CNc1ccc(-c2cc3ccc(O)cc3o2)cn1,IC50,=,nM,45,6.346787486
CHEMBL236190,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1ccc(F)c(F)c1,IC50,=,nM,45,6.346787486
CHEMBL4115329,C[C@]1(c2nc(NC(=O)c3ncc(Cl)cc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,45,6.346787486
CHEMBL2048312,NC(=O)c1ccc(-c2cc3cc(O)ccc3o2)c(F)n1,IC50,=,nM,44,6.356547324
CHEMBL2048304,CNc1ccc(-c2nc3ccc(O)cc3s2)nc1F,IC50,=,nM,44,6.356547324
CHEMBL2203381,CN(C)c1ccc(-c2nc3ccc(F)nc3o2)cn1,IC50,=,nM,41.8,6.378823718
CHEMBL69671,CN(CCCF)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,41,6.387216143
CHEMBL1088617,CN(C)c1ncc(-c2nc3ccc(O)cc3s2)cn1,IC50,=,nM,41,6.387216143
CHEMBL3233658,Oc1ccc(/C=C/c2ccc(/C=C/c3ccc(O)cc3)c(OCC(F)(F)F)c2)cc1,Ki,=,nM,39.3,6.40560745
CHEMBL2326888,COc1c2ccc(I)cc2nc2ccc(N(C)C)cc12,Ki,=,nM,39.2,6.406713933
CHEMBL3126522,COc1cc(/C=C2\COc3ccc(Br)cc3C2=O)cc(OC)c1,Ki,=,nM,39.19,6.406824737
CHEMBL393941,CC(C)(CO)N1CCN(C(=O)OC2([C@H]3CCC[C@@H](C4CC4)N3S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1,IC50,=,nM,39,6.408935393
CHEMBL3799641,O=C(COC(=O)Cc1c[nH]c2ccccc12)Nc1c2c(nc3ccccc13)CCCC2,IC50,=,nM,38.96,6.409381052
CHEMBL93124,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,Ki,=,nM,38.9,6.410050399
CHEMBL93124,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,Ki,=,nM,38.8,6.411168274
CHEMBL93124,CNc1ccc(-c2nc3ccc(O)cc3s2)cc1,Ki,=,nM,38.8,6.411168274
CHEMBL5183943,CN(C)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(C)C)cc3)=[O+][B-](F)(F)O2)cc1,Kd,=,nM,38.69,6.41240127
CHEMBL243492,COc1ccc2nc(-c3ccc(N(C)C)cc3)cn2c1,Ki,=,nM,38.5,6.41453927
CHEMBL224064,COc1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,Ki,=,nM,38.3,6.416801226
CHEMBL5186511,CN(C)c1ccc(/C=C/C2=CC(/C=C/c3ccc(N(C)C)cc3)=[O+][B-]3(OC(=O)C(=O)O3)O2)cc1,Kd,=,nM,38.1,6.419075024
CHEMBL196407,CN(C)c1ccc(/C=C/c2ccc(OCC(CO)CO)cc2)cc1,Ki,=,nM,38,6.420216403
CHEMBL3797381,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)ccc1O,IC50,=,nM,37.36,6.427593132
CHEMBL93118,Nc1ccc(-c2nc3ccccc3s2)cc1,Ki,=,nM,37,6.431798276
CHEMBL5174620,CN(C)c1ccc(/C=C/C=C/C=C(C#N)C#N)cc1,Ki,=,nM,36.9,6.432973634
CHEMBL216553,COc1cc(/C=C/C(C)=O)cc(I)c1O,Ki,=,nM,36.6,6.436518915
CHEMBL3593922,O=C1Nc2ccccc2/C1=C/C=C/c1ccc([N+](=O)[O-])cc1,Ki,=,nM,36.2,6.441291429
CHEMBL241917,Nc1ccc(-c2nc3ccc(-c4nc5ccc(F)cc5s4)cc3s2)cc1,Ki,=,nM,36,6.443697499
CHEMBL2203388,Fc1ccc2nc(-c3ccc4ncsc4c3)oc2n1,IC50,=,nM,35.8,6.446116973
CHEMBL1077208,CNc1ccc2nc(-c3ccc(C(N)=O)nc3)sc2c1,IC50,=,nM,35,6.455931956
CHEMBL2048313,CNc1ccc(-c2cc3cc(O)ccc3o2)nc1F,IC50,=,nM,35,6.455931956
CHEMBL2048300,COc1ccc2nc(-c3ccc(NCCF)nc3)oc2c1,IC50,=,nM,35,6.455931956
CHEMBL4101809,COc1nc(C2=NOC[C@H](c3cc4ccccc4o3)N2)ccc1-n1cnc(C)c1,EC50,=,nM,35,6.455931956
CHEMBL4453231,CN1c2ccccc2Sc2cc(/C=C3/SC(=S)N(CC(=O)OCC(O)CO)C3=O)ccc21,Kd,=,nM,34.9,6.457174573
CHEMBL2296463,COc1ccc2nc(/N=C/c3ccc(O)cc3)sc2c1,Ki,=,nM,34.72,6.459420283
CHEMBL243838,Nc1ccc(-c2nc3ccc(-c4nc5ccc(Cl)cc5s4)cc3s2)cc1,Ki,=,nM,34,6.468521083
CHEMBL2048302,Oc1ccc2nc(-c3ccc(NCCF)nc3)sc2c1,IC50,=,nM,33,6.48148606
CHEMBL1084946,COc1ccc2cc(-c3ccc(C(N)=O)cn3)oc2c1,IC50,=,nM,33,6.48148606
CHEMBL2203288,COc1ccc(-c2nc3ccc(F)nc3o2)cc1,IC50,=,nM,32.5,6.488116639
CHEMBL196941,CNc1ccc(/C=C/c2ccc(OCC(CO)CO)cc2)cc1,Ki,=,nM,32.5,6.488116639
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,32.36,6.489991487
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,32.2,6.492144128
CHEMBL78012,CN(C)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,32.2,6.492144128
CHEMBL236192,O=C(OC1([C@H]2CCC[C@@H](C3CC3)N2S(=O)(=O)c2ccc(Cl)cc2)CC1)N1CCN(CCCO)CC1,IC50,=,nM,32,6.494850022
CHEMBL2048311,COc1ccc2oc(-c3ccc(C(N)=O)nc3F)cc2c1,IC50,=,nM,32,6.494850022
CHEMBL2048314,CNc1ccc(-c2cc3cc(C(N)=O)ccc3o2)nc1F,IC50,=,nM,32,6.494850022
CHEMBL567614,Oc1ccc(/C=C/c2cccc(I)c2)cc1,Ki,=,nM,32,6.494850022
CHEMBL2397722,CN(CCCF)c1ccc(-c2cc3ccccc3[nH]2)cc1,Ki,=,nM,31.5,6.501689446
CHEMBL205512,CNc1ccc(-c2ccc(-c3ccc(O)cc3)s2)cc1,Ki,=,nM,31.2,6.505845406
CHEMBL70894,CN(CCF)c1ccc(-c2cn3cc(I)ccc3n2)cc1,Ki,=,nM,31,6.508638306
CHEMBL2069433,CN(C)c1ccc(/C=C2\Nc3ccc(I)cc3C2=O)cc1,Ki,=,nM,31,6.508638306
CHEMBL3797363,COc1cc(C(=O)OCC(=O)Nc2c3c(nc4ccccc24)CCCC3)cc(OC)c1OC,IC50,=,nM,30.74,6.512296137
CHEMBL2203387,Cn1ncc2cc(-c3nc4ccc(F)nc4o3)cnc21,IC50,=,nM,30.2,6.519993057
CHEMBL424684,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccc(C(F)(F)F)cc3)c2)C1=O,IC50,=,nM,30,6.522878745
CHEMBL4110172,C[C@]1(c2nc(NC(=O)c3ncc(OCF)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,30,6.522878745
CHEMBL2048310,CNc1ncc(-c2cc3cc(O)ccc3o2)cc1F,IC50,=,nM,30,6.522878745
CHEMBL224643,CNc1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,Ki,=,nM,30,6.522878745
CHEMBL5070669,C[C@@]1(c2nc(NC(=O)c3ncc(C(F)(F)F)cc3N)ccc2F)CO[C@@](C)(C(F)(F)F)C(N)=N1,IC50,=,nM,30,6.522878745
CHEMBL224064,COc1ccc(-c2cc(=O)c3cc(I)ccc3o2)cc1,Ki,=,nM,29,6.537602002
CHEMBL382880,CCC[C@H](C(N)=O)[C@@H](CC(C)C)C(=O)N[C@H]1CCCCN(Cc2cccc(Nc3ccccc3Cl)c2)C1=O,IC50,=,nM,29,6.537602002
CHEMBL1778349,O=S(=O)(N[C@@H]1CC[C@@]2(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@]2(O)C1)C1CC1,IC50,=,nM,29,6.537602002
CHEMBL429448,CC[C@@H]1CCC[C@H](C2(OC(=O)N3CCC(N4CCCCC4)CC3)CC2)N1S(=O)(=O)c1cc(F)cc(F)c1,IC50,=,nM,29,6.537602002
CHEMBL2326889,COc1ccc2nc3cc(I)ccc3c(OC)c2c1,Ki,=,nM,28.9,6.539102157
CHEMBL2397721,CN(CCF)c1ccc(-c2cc3ccccc3[nH]2)cc1,Ki,=,nM,28.4,6.54668166
