ID,Smiles,Standard_Type,Standard_Relation,Standard_Units,Standard_Value,pIC50
CHEMBL4092433,CN(C)c1ccc(/C=C/c2cc(=O)c(O)c[nH]2)cc1,IC50,=,nM,29220,3.534319788
CHEMBL3781419,Cc1ccc(-c2cc(NCCNc3cc(-c4cccs4)[nH]n3)n[nH]2)cc1,IC50,=,nM,29000,3.537602002
CHEMBL2381402,COc1ccc2cc(C(=O)CN3CCC(c4ccccc4)CC3)c(=O)oc2c1,IC50,=,nM,29000,3.537602002
CHEMBL2381385,COc1ccc2cc(C(=O)CN3CCOCC3)c(=O)oc2c1,IC50,=,nM,29000,3.537602002
CHEMBL858,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,IC50,=,nM,28400,3.54668166
CHEMBL231160,CCN(CCCCCCNC1=CC(=O)C(NCCCCCCN(CC)Cc2ccccc2OC)=CC1=O)Cc1ccccc1OC,IC50,=,nM,28300,3.548213564
CHEMBL1323951,Cc1sc(N)c2c(=O)n(-c3ccccc3)ncc12,Potency,=,nM,28183.8,3.550000452
CHEMBL4862182,COc1cc(/C=C/C(=O)N2CCCCC2)ccc1OCc1ccccc1,IC50,=,nM,27940,3.553773598
CHEMBL3741680,CC1=NN(c2cccc(COCc3ccccc3)c2)C(=O)C1,IC50,=,nM,27000,3.568636236
CHEMBL5208951,COc1cc2c(Nc3ccc(C(=O)/C=C/c4nc(C)c(C)nc4C)cc3)ncnc2c(OC)c1OC,IC50,=,nM,26700,3.573488739
CHEMBL4066527,c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2[nH]cc(C3CCNCC3)c2c1,IC50,=,nM,26600,3.575118363
CHEMBL3741643,CC1=NN(c2ccc(-n3cccc3)cc2)C(=O)C1,IC50,=,nM,26000,3.585026652
CHEMBL3593276,CCN1/C(=C/C=C/c2sc3ccc(OCCCO[N+](=O)[O-])cc3[n+]2CC)Sc2ccc(OCCCO[N+](=O)[O-])cc21.O=S(=O)([O-])C(F)(F)F,IC50,=,nM,26000,3.585026652
CHEMBL3593280,CCN1/C(=C/C=C/c2sc3ccccc3[n+]2CC)Sc2ccc(OCc3no[n+]([O-])c3C(N)=O)cc21.[I-],IC50,=,nM,26000,3.585026652
CHEMBL5177420,C[n+]1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c2ccccc21.[I-],Kd,=,nM,25930,3.586197483
CHEMBL4104210,c1cc2c(C3CCNCC3)c[nH]c2cc1Nc1ccc2c(C3CCNCC3)c[nH]c2n1,IC50,=,nM,25600,3.591760035
CHEMBL5195545,CCCCN(CCCC)c1ccc2cc(/C=C/c3c[n+](C)cc4ccccc34)ccc2c1.[I-],Kd,=,nM,25300,3.596879479
CHEMBL460366,CCOC(=O)c1nn(-c2ccc(OC)cc2)c(=O)c2c(N)scc12,Potency,=,nM,25118.9,3.599999383
CHEMBL4084675,COc1ccc(Nc2ccc3c(C4CCN(C)CC4)c[nH]c3c2)cc1OC,IC50,=,nM,25000,3.602059991
CHEMBL3814719,CNc1cccc(NCCc2cccc(NCCc3ccccn3)n2)n1,IC50,=,nM,25000,3.602059991
CHEMBL4169871,Cc1ccc(Nc2nc(Nc3ccc(F)c(Cl)c3)nc(N3CCN(c4cc(C)nc5ncnn45)CC3)n2)cc1,IC50,=,nM,25000,3.602059991
CHEMBL1171643,CC(C)=CCC/C(C)=C/CC[C@@]1(C)C=Cc2c(cc(C)c(C(=O)O)c2O)O1,IC50,=,nM,24700,3.607303047
CHEMBL17362,CCCOC(=O)/C=C/c1ccc(O)c(O)c1,EC50,=,nM,24700,3.607303047
CHEMBL4864402,COc1cc(/C=C/C(=O)N(C)C)ccc1OCc1ccccc1,IC50,=,nM,24600,3.609064893
CHEMBL360341,CCOC(=O)N1CCC(c2ccccc2C)(S(=O)(=O)c2ccc(OC)cc2)CC1,EC50,=,nM,24500,3.610833916
CHEMBL3235503,c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,IC50,=,nM,24200,3.616184634
CHEMBL3326709,O=C(NCCCCCCNc1c2c(nc3ccccc13)CCCC2)c1cc2cc(OC(F)(F)F)ccc2oc1=O,IC50,=,nM,24200,3.616184634
CHEMBL3235503,c1ccc2c(NCCSSCCNc3c4c(nc5ccccc35)CCCC4)c3c(nc2c1)CCCC3,IC50,=,nM,24200,3.616184634
CHEMBL4088780,Fc1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cc1F,IC50,=,nM,24000,3.619788758
CHEMBL4104620,FC(F)(F)c1ccc(Nc2ccc3c(C4CCNCC4)c[nH]c3c2)cn1,IC50,=,nM,24000,3.619788758
CHEMBL4174114,COc1ccc(Nc2nc(Cl)nc(Nc3ccc(F)c(Cl)c3)n2)cc1,IC50,=,nM,23800,3.623423043
CHEMBL4069995,c1cc2ncc(Nc3ccc4cc[nH]c4n3)cc2[nH]1,IC50,=,nM,23800,3.623423043
CHEMBL2408096,COC(=O)c1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,IC50,=,nM,23800,3.623423043
CHEMBL1527194,Cc1cc(NC(=O)c2cc3nc(C4CC4)cc(C(F)(F)F)n3n2)no1,Potency,=,nM,23670,3.625801742
CHEMBL4167322,FC(F)(F)c1cccc(Nc2nc(NC3CC3)nc(N3CCNCC3)n2)c1,IC50,=,nM,23540,3.628193541
CHEMBL4074429,CCOc1ccc(/C=C/c2cc(=O)c(O)c[nH]2)cc1,IC50,=,nM,23390,3.630969778
CHEMBL481891,C=CCOC(=O)/C=C/c1ccc(O)c(O)c1,EC50,=,nM,23200,3.634512015
CHEMBL28,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,IC50,=,nM,23000,3.638272164
CHEMBL2063874,Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)c(N)c1,IC50,=,nM,23000,3.638272164
CHEMBL4126558,O=C(/C=C/c1ccccc1)N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,IC50,=,nM,22700,3.643974143
CHEMBL4225226,O=C(/C=C/c1ccc(Cl)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,IC50,=,nM,22550,3.646853454
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,22510,3.647624505
CHEMBL3813859,Cc1ccc(CNc2nc(N)c3ccccc3n2)cc1,IC50,=,nM,22500,3.647817482
CHEMBL3814270,Nc1nc(NCc2cccc(Br)c2)c2ccccc2n1,IC50,=,nM,22300,3.651695137
CHEMBL196246,O=C(O)C1(c2ccc(-c3ccc(C(F)(F)F)cc3)c(F)c2)CC1,IC50,=,nM,22000,3.657577319
CHEMBL4861569,CN(Cc1ccccc1)S(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,IC50,=,nM,21920,3.65915945
CHEMBL4170161,NC(=O)C(Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,EC50,=,nM,21900,3.659555885
CHEMBL4876605,COc1cc(/C=C/C(=O)N2CC(C(=O)N3CC(F)(F)C3)C2)ccc1OCc1ccccc1,IC50,=,nM,21830,3.660946264
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,21810,3.661344334
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,21810,3.661344334
CHEMBL4095488,O=c1cc(/C=C/c2ccccc2O)[nH]cc1O,IC50,=,nM,21760,3.662341109
CHEMBL4466197,OB1Oc2cc(O)ccc2C=C1c1cc(O)cc(O)c1,IC50,=,nM,21700,3.663540266
CHEMBL3589107,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1-c1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,IC50,=,nM,21300,3.671620397
CHEMBL264006,CC(C(=O)O)c1ccc(-c2ccc(C3CCCCC3)cc2)c(F)c1,IC50,=,nM,21000,3.677780705
CHEMBL3814349,Nc1nc(NCc2cccc(C(F)(F)F)c2)c2ccccc2n1,IC50,=,nM,21000,3.677780705
CHEMBL2381403,COc1ccc2cc(C(=O)CN3CCN(c4ccccc4)CC3)c(=O)oc2c1,IC50,=,nM,21000,3.677780705
CHEMBL180641,CCOC(=O)N1CCC(c2ccccc2)(S(=O)(=O)c2ccc(Cl)cc2)CC1,EC50,=,nM,20900,3.679853714
CHEMBL3314339,CNc1ccccc1OCc1ccc(I)cc1,Ki,=,nM,20892.96,3.680000027
CHEMBL5195545,CCCCN(CCCC)c1ccc2cc(/C=C/c3c[n+](C)cc4ccccc34)ccc2c1.[I-],Kd,=,nM,20800,3.681936665
CHEMBL4162346,Cc1ccc(Nc2nc(Cl)nc(Nc3cccc(C(F)(F)F)c3)n2)cc1,IC50,=,nM,20720,3.683610249
CHEMBL3314339,CNc1ccccc1OCc1ccc(I)cc1,Ki,=,nM,20662,3.684827643
CHEMBL4225989,O=C(CCc1ccc(F)cc1)N1CCN(Cc2ccc(O)c3ncccc23)CC1,IC50,=,nM,20610,3.685922008
CHEMBL3814429,COc1cccc(CNc2nc(N)nc3ccccc23)c1,IC50,=,nM,20600,3.68613278
CHEMBL1088583,O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccc(O)c(O)c1,EC50,=,nM,20600,3.68613278
CHEMBL513978,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,IC50,=,nM,20300,3.692503962
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,20300,3.692503962
CHEMBL324842,O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O,EC50,=,nM,20300,3.692503962
CHEMBL513978,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(C)c(C(=O)O)c1O,IC50,=,nM,20300,3.692503962
CHEMBL2408261,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N(C)c3ccccc3)cc2)c(O)c1,IC50,=,nM,20100,3.696803943
CHEMBL5175560,CCCCN(CCCC)c1ccc2cc(/C=C/c3cc[n+](C)c4ccccc34)ccc2c1.[I-],Kd,=,nM,20100,3.696803943
CHEMBL4113193,CO[C@H]1CC[C@]2(CC1)Cc1cc(F)c(-c3cc(Cl)cc(C#N)c3)cc1[C@]21N=C(C)C(N)=N1,IC50,=,nM,986,5.006123085
CHEMBL216432,COc1cc(/C=C/C(O)=C/C(C)=O)ccc1OCCF,Ki,=,nM,958.1,5.01858916
CHEMBL3672436,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)c(O)c1,IC50,=,nM,930,5.031517051
CHEMBL3815148,Nc1nc(NCc2ccc(Cl)cc2)nc2ccccc12,IC50,=,nM,930,5.031517051
CHEMBL2203332,CCCC[N+]1=C(/C=C/c2ccc(N(CC)CC)cc2)C(C)(C)c2ccccc21.[I-],Kd,=,nM,930,5.031517051
CHEMBL3941825,O=c1ccc2nc3ccc(OCCBr)cc3oc-2c1,Kd,=,nM,927,5.032920266
CHEMBL1607905,Cc1cc(-c2ccc(/N=N\c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(C)c2)ccc1/N=N\c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O,Potency,=,nM,920,5.036212173
CHEMBL3672401,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2OC)ccc1O,IC50,=,nM,920,5.036212173
CHEMBL231647,O=C(NC1CCN(Cc2ccccc2)CC1)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,900,5.045757491
CHEMBL247927,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)n2)cc1O,IC50,=,nM,900,5.045757491
CHEMBL2179242,O=C(Nc1ccccc1)Nc1ccc(Cl)cc1[N+](=O)[O-],IC50,=,nM,900,5.045757491
CHEMBL247725,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(O)c3)n2)cc1O,IC50,=,nM,900,5.045757491
CHEMBL394713,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N(C)C)c3)n2)cc1N(C)C,IC50,=,nM,900,5.045757491
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,900,5.045757491
CHEMBL3314341,CN(C)c1cccc(OCc2ccc(I)cc2)c1,Ki,=,nM,894.2,5.048565334
CHEMBL3314341,CN(C)c1cccc(OCc2ccc(I)cc2)c1,Ki,=,nM,891.25,5.050000457
CHEMBL224392,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C.[Cl-],Ki,=,nM,890,5.050609993
CHEMBL57267,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,Ki,=,nM,890,5.050609993
CHEMBL425304,O=C(OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,IC50,=,nM,880,5.055517328
CHEMBL4865817,CCN(CCCCOc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)c(O)c1)Cc1ccccc1N(C)C,IC50,=,nM,880,5.055517328
CHEMBL3926367,CC(=O)OCCOc1ccc2nc3ccc(=O)cc-3oc2c1,Ki,=,nM,860,5.065501549
CHEMBL4111029,CCOc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)n1,IC50,=,nM,840,5.075720714
CHEMBL386737,COc1cc(/C=C/C(C)=O)ccc1OCCCF,Ki,=,nM,839.2,5.076134525
CHEMBL377929,CN(C)c1ccc(/C=C/C=C/C=C/c2ccc(N(C)C)cc2)cc1,Ki,=,nM,837,5.077274542
CHEMBL5208480,COc1cc(/C=C/C(=O)/C(Cc2cn(CCCCCCNC(=O)CCNC(=O)CCNC(=O)CO[C@H]3CC[C@@]4(C)C(=CC[C@H]5[C@@H]6CC[C@H]([C@@H](C)CCCC(C)C)[C@@]6(C)CC[C@@H]54)C3)nn2)=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,Kd,=,nM,830,5.080921908
CHEMBL3956688,C#COc1ccc2nc3ccc(=O)cc-3oc2c1,Kd,=,nM,828,5.081969663
CHEMBL492024,COc1ccc2oc(/C=C/c3ccc(N)cc3)cc2c1,IC50,=,nM,820,5.086186148
CHEMBL492217,COc1ccc2oc(/C=C/c3ccc(N(C)C)cc3)cc2c1,IC50,=,nM,810,5.091514981
CHEMBL599965,CN1C(=O)C(c2ccccc2)(C2CCCCC2)N=C1N,EC50,=,nM,810,5.091514981
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,800,5.096910013
CHEMBL3692696,O=C(Cc1ccc(C(F)(F)F)cc1)Nc1ccc2c(c1)C[C@H]1CC[C@@H](C2)[C@H]1NS(=O)(=O)c1ccc(Cl)s1,IC50,=,nM,800,5.096910013
CHEMBL116438,COc1cc(/C=C/C(=O)/C=C(O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,800,5.096910013
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,800,5.096910013
CHEMBL489994,CNc1ccc(/C=C/c2cc3ccc(OC)cc3o2)cc1,IC50,=,nM,800,5.096910013
CHEMBL3937465,O=c1ccc2nc3ccc(OCCF)cc3oc-2c1,Kd,=,nM,800,5.096910013
CHEMBL247328,COc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(OC)c3)n2)ccc1O,IC50,=,nM,800,5.096910013
CHEMBL2059212,COc1nc(/C=C/c2ccc(N(C)C)c(O)c2)cc(/C=C/c2ccc(N(C)C)c(O)c2)n1,IC50,=,nM,800,5.096910013
CHEMBL391205,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(OC)c3)n2)ccc1N(C)C,IC50,=,nM,800,5.096910013
CHEMBL3593282,CCCOc1ccc2c(c1)N(CC)/C(=C/C=C/c1sc3ccccc3[n+]1CC)S2.[I-],IC50,=,nM,800,5.096910013
CHEMBL4091385,c1ccc(CCNc2nc(NC3CC3)nc3ccccc23)cc1,IC50,=,nM,790,5.102372909
CHEMBL1411318,CCCCCCOC(=O)C(C#N)c1nc2ccccc2nc1N1CCN(C)CC1,Potency,=,nM,790,5.102372909
CHEMBL231125,CN1CCN(C(=O)OCCCC2CCc3ccccc3N2S(=O)(=O)c2ccc(Cl)cc2)CC1,IC50,=,nM,780,5.107905397
CHEMBL5174252,O=[N+]([O-])c1ccc2nc3c(c(Nc4[nH]nc5ncccc45)c2c1)CCCC3,IC50,=,nM,777,5.109578981
CHEMBL490085,Oc1cc(O)c2sc(-c3ccc(F)cc3)nc2c1,Ki,=,nM,776,5.110138279
CHEMBL3759854,COc1ccc(COc2ccc(OCCOCCOCCF)cc2)cc1,Ki,=,nM,770.1,5.113452877
CHEMBL3981143,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccco2)ccc1O,IC50,=,nM,760,5.119186408
CHEMBL202507,CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](CC(C)C)[C@@H](N)C[C@@H](C)C(=O)N[C@H](C(=O)NCc2ccccc2)C(C)C)c1,IC50,=,nM,740,5.13076828
CHEMBL248131,CN(C)c1ccc(/C=C/c2cccc(/C=C/c3ccc(N(C)C)c(O)c3)c2)cc1O,IC50,=,nM,700,5.15490196
CHEMBL3667031,O=C(/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(CCOCCO)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,700,5.15490196
CHEMBL247524,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)n2)ccc1N,IC50,=,nM,700,5.15490196
CHEMBL2179243,O=S(=O)(Nc1ccc(N2CCCCC2)cc1)c1cc(Cl)sc1Cl,IC50,=,nM,700,5.15490196
CHEMBL3593921,O=C1/C(=C/c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,Ki,=,nM,694.7,5.158202701
CHEMBL230931,O=C(OCCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,IC50,=,nM,680,5.167491087
CHEMBL1417445,COc1cccc2c1C(=N)c1c(O)c3c(c(O)c1C2=O)C[C@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,Potency,=,nM,680,5.167491087
CHEMBL3945110,CO[C@H]1CC[C@]2(CC1)Cc1ccc(C#CC(C)C)cc1C21N=C(C)C(N)=N1,IC50,=,nM,678,5.168770306
CHEMBL296455,CN(C)c1ccc(/C=C2/C(=O)Nc3ccccc32)cc1,Potency,=,nM,670,5.173925197
CHEMBL5204342,COCCOCCn1c2ccc(F)cc2c2cc(/C=C/c3cc[n+](CCO)c4ccccc34)ccc21.[Cl-],Kd,=,nM,660,5.180456064
CHEMBL1642177,COc1cc(/C=C/c2nc3cc(Cl)ccc3c(=O)[nH]2)ccc1-n1cnc(C)c1,IC50,=,nM,660,5.180456064
CHEMBL245210,Cc1cc(-c2cn3cc(Br)ccc3n2)ccc1N,Ki,=,nM,658,5.181774106
CHEMBL5170177,COC(=O)C(=C/C=C/C=C/c1ccc(N(C)C)cc1)C(=O)OC,Ki,=,nM,652,5.185752404
CHEMBL231351,O=C(NCCCn1ccnc1)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,650,5.187086643
CHEMBL3667039,COC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccco1,IC50,=,nM,650,5.187086643
CHEMBL3667025,CC(C)(C)OC(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,650,5.187086643
CHEMBL5182168,CN(C)c1ccc(/C=C/C=C/C=C2C(=O)CC(C)(C)CC2=O)cc1,Ki,=,nM,645.2,5.190305641
CHEMBL241986,CNc1ccc(-c2cn3cc(SCCO)ccc3n2)cc1,Ki,=,nM,645,5.190440285
CHEMBL360473,CCOC(=O)N1CCC(c2ccccc2OC)(S(=O)(=O)c2ccc(Cl)cc2)CC1,EC50,=,nM,640,5.193820026
CHEMBL78765,Cc1ccc2nc(-c3ccc(Br)cc3)cn2c1,Ki,=,nM,638,5.195179321
CHEMBL140,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,IC50,=,nM,630,5.200659451
CHEMBL204873,COc1ccccc1-c1ccc(-c2ccccc2OC)s1,Ki,=,nM,625,5.204119983
CHEMBL3813811,Nc1nc(NCc2ccc(Cl)cc2)c2ccccc2n1,IC50,=,nM,620,5.207608311
CHEMBL3965306,COc1ccc(/C=C/C(=O)CC(=O)/C=C/c2ccc3cc[nH]c3c2)c(OC)c1,IC50,=,nM,610,5.214670165
CHEMBL395313,CN1CCCC1CCNC(=O)OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,600,5.22184875
CHEMBL247930,COc1cc(/C=C/c2cccc(/C=C/c3ccc(N)c(OC)c3)c2)ccc1N,IC50,=,nM,600,5.22184875
CHEMBL247931,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)c2)cc1OC,IC50,=,nM,600,5.22184875
CHEMBL4108635,C[C@]1(c2nc(NC(=O)c3ncc(OCC(F)(F)F)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,600,5.22184875
CHEMBL392878,COc1ccc(/C=C/c2cccc(/C=C/c3ccc(OC)c(N)c3)n2)cc1N,IC50,=,nM,600,5.22184875
CHEMBL81880,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,IC50,=,nM,600,5.22184875
CHEMBL3314338,CNc1cccc(OCc2ccc(I)cc2)c1,Ki,=,nM,593.6,5.226506108
CHEMBL3922663,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc3ccccc3c2)ccc1O,IC50,=,nM,590,5.229147988
CHEMBL3314338,CNc1cccc(OCc2ccc(I)cc2)c1,Ki,=,nM,588.84,5.230002696
CHEMBL3814270,Nc1nc(NCc2cccc(Br)c2)c2ccccc2n1,IC50,=,nM,580,5.236572006
CHEMBL57267,Cc1ccc2c(c1)sc(-c1ccc(N(C)C)cc1)[n+]2C,Ki,=,nM,580,5.236572006
CHEMBL3667028,COC(=O)CCC(C(=O)/C=C/c1ccc([O-])c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc([O-])c(OC(F)(F)F)c1.[Na+].[Na+],IC50,=,nM,560,5.251811973
CHEMBL191083,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,IC50,=,nM,550,5.259637311
CHEMBL3330753,COc1ccc(-c2cc3c(s2)c2sc(-c4ccc(/C=C(\C#N)C(N)=O)s4)cc2n3C(C)(C)C)cc1,IC50,=,nM,550,5.259637311
CHEMBL231448,O=C(OC[C@H]1CC[C@@H](c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1)N1CCN(CCO)CC1,IC50,=,nM,540,5.26760624
CHEMBL4110143,COCC#Cc1cnc(C(=O)Nc2ccc(F)c([C@@]3(C)N=C(N)OCC3(F)F)n2)c(N)c1,IC50,=,nM,540,5.26760624
CHEMBL3891633,COc1cccc(COc2ccc3nc4ccc(=O)cc-4oc3c2)c1,Kd,=,nM,537,5.270025714
CHEMBL3314343,COc1ccc(SCc2ccc(I)cc2)cc1,Ki,=,nM,530.2,5.275560277
CHEMBL360473,CCOC(=O)N1CCC(c2ccccc2OC)(S(=O)(=O)c2ccc(Cl)cc2)CC1,EC50,=,nM,530,5.27572413
CHEMBL521929,COc1ccc2cc(/C=C/c3ccc(N(C)C)c(OC)c3)oc2c1,IC50,=,nM,530,5.27572413
CHEMBL231446,CN1CCCC1CCNC(=O)OCCC1CCc2ccccc2N1S(=O)(=O)c1ccc(Cl)cc1,IC50,=,nM,530,5.27572413
CHEMBL3314343,COc1ccc(SCc2ccc(I)cc2)cc1,Ki,=,nM,524.81,5.279997898
CHEMBL3911126,COc1cc(O)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,IC50,=,nM,520,5.283996656
CHEMBL3667022,COC(=O)CC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,520,5.283996656
CHEMBL2296465,COc1ccc2nc(/N=C/c3ccc([N+](=O)[O-])cc3)sc2c1,Ki,=,nM,514.65,5.288488023
CHEMBL1368322,N=C1C=CC(=C(c2ccc(N)cc2)c2ccc(N)cc2)C=C1,Potency,=,nM,510,5.292429824
CHEMBL247674,CNc1ccc(/C=C/c2cccc(/C=C/c3ccc(NC)c(OC)c3)n2)cc1OC,IC50,=,nM,500,5.301029996
CHEMBL438972,COc1ccc(-c2ccc(-c3ccc(N(C)C)cc3)s2)cc1,Ki,=,nM,500,5.301029996
CHEMBL297453,O=C(O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,IC50,=,nM,500,5.301029996
CHEMBL405110,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.[Cl-],IC50,=,nM,500,5.301029996
CHEMBL3667029,COCOCCCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,500,5.301029996
CHEMBL3667030,CN(C)C(=O)CCC(C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1)C(=O)/C=C/c1ccc(O)c(OC(F)(F)F)c1,IC50,=,nM,500,5.301029996
CHEMBL248327,CNc1cc(/C=C/c2cccc(/C=C/c3ccc(O)c(NC)c3)n2)ccc1O,IC50,=,nM,500,5.301029996
CHEMBL205899,O=[N+]([O-])c1ccc(/C=C/C=C/C=C/c2ccc([N+](=O)[O-])cc2)cc1,Ki,=,nM,500,5.301029996
CHEMBL4108335,C[C@]1(c2nc(NC(=O)c3ncc(OCCF)nc3N)ccc2F)N=C(N)OCC1(F)F,IC50,=,nM,480,5.318758763
CHEMBL180239,COc1cc(/C=C/c2cc(/C=C/c3ccc(O)c(OC)c3)[nH]n2)ccc1O,IC50,=,nM,476,5.322393047
CHEMBL489979,CN(C)c1ccc(/C=C/c2cc3cc(Br)ccc3o2)cc1,IC50,=,nM,470,5.327902142
CHEMBL3948937,COc1cc(OCc2ccccn2)ccc1/C=C/C(=O)CC(=O)/C=C/c1ccc2cc[nH]c2c1,IC50,=,nM,470,5.327902142
CHEMBL2042247,CNc1ccc(/C=C/c2ccc(OCCOCCOCCOCCn3cc(COCC(COCCOCCOCCF)(COCc4cn(CCOCCOCCOCCOc5ccc(/C=C/c6ccc(NC)cc6)cn5)nn4)COCc4cn(CCOCCOCCOCCOc5ccc(/C=C/c6ccc(NC)cc6)cn5)nn4)nn3)nc2)cc1,Ki,=,nM,468,5.329754147
CHEMBL3593920,O=C1/C(=C\c2ccc([N+](=O)[O-])cc2)c2ccccc2N1Cc1ccccc1,Ki,=,nM,459.5,5.337714484
